2010/01/20,1071,9011,65,69
2010/01/27,9011,464,82,80
2010/01/30,507,9011,62,59
2010/02/01,9013,9011,75,69
2010/02/06,2814,9011,62,74
2010/02/11,9011,499,82,45
2010/02/13,9011,130,63,79
2010/02/18,2755,9011,71,87
2010/02/20,9012,9011,76,57
2010/02/24,9011,1314,69,60
2010/02/28,9011,1071,94,47
2010/03/05,1071,9011,65,61
2010/03/13,1009,9011,64,80
2010/03/14,130,9011,80,73
2009/11/20,773,611,56,83
2009/11/21,622,611,76,78
2009/11/22,8404,611,77,89
2009/11/30,239,611,72,61
2009/12/02,394,611,51,63
2009/12/05,611,21852,103,71
2009/12/09,611,622,72,60
2009/12/12,815,611,64,61
2009/12/19,685,611,66,72
2009/12/20,506365,611,51,71
2009/12/29,44,611,64,69
2009/12/30,269,611,69,70
2010/01/09,763,611,74,81
2010/01/13,611,390,91,86
2010/01/16,611,245,83,52
2010/01/20,8404,611,54,65
2010/01/23,622,611,76,66
2010/01/27,611,394,84,61
2010/01/30,21852,611,54,78
2010/02/02,139,611,82,91
2010/02/13,611,8404,63,48
2010/02/16,611,763,75,73
2010/02/17,245,611,69,92
2010/02/20,611,815,82,63
2010/02/21,390,611,54,76
2010/02/25,611,394,95,62
2010/02/27,611,763,80,76
2010/03/05,611,30029,88,59
2010/03/06,611,745,72,69
2010/03/12,611,239,87,92
2009/11/16,8875,743,85,79
2009/11/18,15646,743,110,82
2009/11/21,594,743,84,63
2009/11/23,636,743,80,62
2009/11/30,743,223,91,83
2009/12/05,744,743,90,81
2009/12/12,423,743,63,59
2009/12/16,743,8875,67,76
2009/12/29,10,743,73,51
2009/12/30,11740,743,76,68
2010/01/02,323,743,88,57
2010/01/04,359,743,71,65
2010/01/09,743,636,60,62
2010/01/11,743,594,71,90
2010/01/17,743,744,57,68
2010/01/23,743,359,80,79
2010/01/25,743,323,71,72
2010/01/28,743,357,85,61
2010/02/04,743,70,61,70
2010/02/06,210,743,83,88
2010/02/07,743,616,92,80
2010/02/09,357,743,59,64
2010/02/11,616,743,65,57
2010/02/15,70,743,74,67
2010/02/18,743,210,62,58
2010/02/20,223,743,73,66
2010/02/24,359,743,65,51
2009/11/20,435,9012,66,110
2009/11/21,506153,9012,71,94
2009/11/24,9012,500877,72,51
2009/11/27,9012,503153,83,77
2009/11/28,9012,506063,100,67
2009/12/02,9012,499,84,55
2009/12/05,130,9012,78,59
2009/12/09,9012,2755,67,83
2009/12/12,12810,9012,87,76
2009/12/21,9012,30105,101,62
2009/12/30,9013,9012,89,84
2010/01/02,1314,9012,67,65
2010/01/06,9012,1071,82,64
2010/01/09,2814,9012,69,86
2010/01/16,9012,464,96,73
2010/01/20,9012,507,88,63
2010/01/23,499,9012,69,79
2010/01/27,9012,130,82,91
2010/01/30,2755,9012,95,92
2010/02/06,9012,9013,79,75
2010/02/10,9012,1314,77,51
2010/02/13,1071,9012,84,76
2010/02/17,9012,2814,77,54
2010/02/25,464,9012,113,111
2010/02/27,507,9012,81,89
2010/03/05,464,9012,89,83
2009/11/15,612,192,73,62
2009/11/18,612,795,69,77
2009/11/21,372,612,67,79
2009/11/29,344,612,87,85
2009/12/02,376,612,67,70
2009/12/05,612,60,76,61
2009/12/07,266,612,80,77
2009/12/28,790,612,83,70
2010/01/02,612,602,62,69
2010/01/04,612,118,63,80
2010/01/06,268,612,93,57
2010/01/11,620,612,77,68
2010/01/13,615,612,75,69
2010/01/16,161,612,55,71
2010/01/18,612,38,66,73
2010/01/20,612,376,78,60
2010/01/23,60,612,82,79
2010/01/27,612,266,78,75
2010/01/30,602,612,66,55
2010/02/01,612,620,70,82
2010/02/03,118,612,80,60
2010/02/10,612,268,98,77
2010/02/13,612,161,66,74
2010/02/17,612,615,77,64
2010/02/19,38,612,76,72
2009/11/16,636,744,61,58
2009/11/20,15646,744,91,100
2009/11/21,1245,744,81,76
2009/11/23,594,744,81,68
2009/11/28,744,223,87,65
2009/11/30,8875,744,75,72
2009/12/09,744,8875,69,67
2009/12/12,408,744,73,61
2009/12/13,638,744,58,74
2010/01/02,359,744,72,85
2010/01/04,323,744,77,87
2010/01/09,744,594,57,45
2010/01/11,744,636,58,51
2010/01/13,1126,744,54,66
2010/01/19,223,744,62,81
2010/01/23,744,323,61,64
2010/01/25,744,359,66,63
2010/01/28,744,616,64,56
2010/02/01,210,744,43,56
2010/02/04,357,744,72,81
2010/02/09,616,744,73,83
2010/02/11,744,210,64,65
2010/02/12,744,70,71,53
2010/02/15,744,357,82,79
2010/02/20,70,744,90,74
2010/02/25,636,744,76,70
2009/11/16,582,1111,98,75
2009/11/20,573,1111,71,67
2009/11/21,1111,1124,76,85
2009/11/28,771,1111,84,46
2009/12/02,1111,11538,68,75
2009/12/05,504578,1111,44,72
2009/12/08,1111,30066,72,75
2009/12/10,218,1111,98,87
2010/01/04,1111,1332,100,88
2010/01/07,1111,555,103,74
2010/01/09,1450,1111,94,74
2010/01/13,23260,1111,77,67
2010/01/16,1111,377,107,92
2010/01/20,1111,759,85,82
2010/01/23,64,1111,94,82
2010/01/27,11538,1111,69,75
2010/01/30,1111,23260,72,60
2010/02/03,759,1111,74,64
2010/02/06,1111,1450,75,81
2010/02/10,1111,502747,83,80
2010/02/13,555,1111,59,82
2010/02/17,1111,64,105,78
2010/02/20,377,1111,70,80
2010/02/23,1111,218,91,88
2009/11/15,190,88,47,79
2009/11/18,190,221,77,72
2009/11/21,15882,190,50,46
2009/11/25,190,730,74,85
2009/12/01,190,506167,77,66
2009/12/05,724,190,76,51
2009/12/09,675,190,81,66
2010/01/02,217,190,66,54
2010/01/03,686,190,76,69
2010/01/08,190,633,56,61
2010/01/09,190,443,49,79
2010/01/11,712,190,77,66
2010/01/16,1467,190,42,50
2010/01/17,124,190,78,51
2010/01/19,190,506348,80,56
2010/01/22,190,685,66,92
2010/01/23,190,325,58,54
2010/01/27,442,190,71,74
2010/01/29,443,190,52,54
2010/01/30,633,190,76,70
2010/02/05,325,190,66,48
2010/02/06,685,190,74,62
2010/02/12,190,124,46,70
2010/02/13,190,1467,49,55
2010/02/20,190,724,62,75
2009/11/18,613,368,52,67
2009/11/20,613,21323,81,53
2009/11/21,613,162,57,51
2009/11/24,613,241,92,86
2009/11/29,613,682,59,77
2009/12/02,468,613,73,55
2009/12/05,613,410,56,80
2009/12/08,593,613,80,68
2009/12/28,8956,613,65,68
2009/12/29,437,613,76,77
2010/01/02,56,613,82,69
2010/01/06,1347,613,80,77
2010/01/09,613,349,67,75
2010/01/12,658,613,76,78
2010/01/16,613,533,63,48
2010/01/20,613,470,72,66
2010/01/23,36,613,77,60
2010/01/26,613,22,57,64
2010/01/30,3,613,68,48
2010/02/03,368,613,85,82
2010/02/06,613,56,60,51
2010/02/09,241,613,79,72
2010/02/13,682,613,76,61
2010/02/17,613,468,80,83
2010/02/20,410,613,94,77
2010/02/24,613,593,68,80
2009/11/18,745,44,81,66
2009/11/20,263,745,72,80
2009/11/21,491,745,68,78
2009/11/24,139,745,58,69
2009/11/28,745,203,76,79
2009/12/01,745,412,83,66
2009/12/03,506125,745,73,76
2009/12/05,745,1112,71,68
2009/12/12,745,637,90,78
2009/12/14,745,506125,69,55
2010/01/02,745,75,77,73
2010/01/04,622,745,69,79
2010/01/06,566,745,48,62
2010/01/09,752,745,64,69
2010/01/13,745,269,69,67
2010/01/16,1112,745,71,56
2010/01/20,565,745,69,72
2010/01/23,745,578,77,63
2010/01/27,374,745,78,88
2010/02/03,75,745,51,66
2010/02/08,745,216,101,61
2010/02/10,745,566,73,50
2010/02/13,745,565,62,64
2010/02/15,203,745,88,68
2010/02/20,269,745,79,89
2010/02/26,752,745,80,85
2010/02/27,1112,745,78,62
2010/03/05,681,745,82,85
2009/11/17,9013,561,65,73
2009/11/20,9013,356,89,58
2009/11/21,9013,1009,83,79
2009/11/27,504050,9013,72,82
2009/11/28,506153,9013,57,81
2009/12/02,1314,9013,77,80
2009/12/05,9013,1071,89,62
2009/12/18,1057,9013,84,91
2009/12/19,584,9013,91,73
2009/12/28,2814,9013,69,75
2010/01/02,464,9013,82,62
2010/01/06,9013,507,84,80
2010/01/13,9013,499,71,68
2010/01/16,130,9013,82,75
2010/01/19,2755,9013,82,59
2010/01/23,9013,1314,69,62
2010/01/27,1071,9013,70,53
2010/01/30,9013,2814,74,63
2010/02/10,9013,464,74,90
2010/02/13,507,9013,83,57
2010/02/20,499,9013,55,68
2010/02/24,9013,130,55,49
2010/02/27,9013,2755,86,72
2010/03/05,2755,9013,72,82
2010/03/06,2814,9013,56,43
2010/03/13,130,9013,78,59
2009/11/17,1112,412,91,72
2009/11/18,263,1112,49,76
2009/11/24,1112,44,81,56
2009/12/02,491,1112,66,83
2009/12/09,269,1112,72,77
2009/12/16,1112,396,82,53
2009/12/19,1130,1112,58,71
2009/12/20,586,1112,72,96
2009/12/29,520,1112,72,79
2009/12/30,385,1112,60,82
2010/01/06,374,1112,82,89
2010/01/09,1112,566,78,42
2010/01/13,216,1112,57,99
2010/01/18,1112,578,96,62
2010/01/20,1112,75,79,67
2010/01/27,578,1112,70,86
2010/01/30,565,1112,73,82
2010/02/03,1112,269,76,74
2010/02/10,1112,203,63,90
2010/02/13,1112,374,91,74
2010/02/15,752,1112,80,91
2010/02/17,1112,216,94,65
2010/02/20,566,1112,58,71
2010/02/26,1112,374,69,61
2010/02/28,565,1112,65,81
2010/03/05,1112,139,83,59
2010/03/06,1112,320,85,82
2010/03/12,1112,807,75,68
2010/03/13,1112,203,90,80
2009/11/13,606,191,77,67
2009/11/17,482,191,76,69
2009/11/20,587,191,58,56
2009/11/24,540,191,49,58
2009/11/27,191,738,74,61
2009/11/28,191,709,69,59
2009/11/29,191,167,54,61
2009/12/02,739,191,77,58
2009/12/05,191,500,49,47
2009/12/13,191,600,57,35
2009/12/18,101,191,63,75
2009/12/21,334,191,88,44
2009/12/29,191,572,79,80
2010/01/02,180,191,62,58
2010/01/04,254,191,57,72
2010/01/06,191,740,75,72
2010/01/09,191,786,48,73
2010/01/13,711,191,49,52
2010/01/16,523,191,71,48
2010/01/20,191,317,78,57
2010/01/23,191,283,75,62
2010/01/27,500,191,48,61
2010/01/31,786,191,54,51
2010/02/02,191,711,97,55
2010/02/06,191,248,73,60
2010/02/10,283,191,75,64
2010/02/13,191,180,68,60
2010/02/16,740,191,73,54
2010/02/20,72,191,76,60
2010/02/24,191,460,69,75
2010/02/27,317,191,64,67
2010/03/05,317,191,77,65
2009/11/17,1376,506304,80,54
2009/11/18,1376,1371,70,64
2009/11/23,1376,12810,53,61
2009/11/25,1376,505641,85,59
2009/11/28,1371,1376,65,55
2009/11/30,12810,1376,54,57
2009/12/04,1376,501242,72,64
2009/12/05,1376,505850,60,70
2009/12/12,1376,10,55,68
2009/12/15,505850,1376,54,48
2009/12/19,766,1376,67,60
2009/12/21,358,1376,73,70
2010/01/04,1376,487,67,76
2010/01/09,947,1376,79,52
2010/01/14,1376,1116,77,59
2010/01/16,1123,1376,66,68
2010/01/21,181,1376,83,59
2010/01/23,1376,1289,66,62
2010/01/28,1376,1015,41,56
2010/01/30,8411,1376,51,54
2010/02/04,1376,947,69,79
2010/02/13,1376,1123,65,67
2010/02/15,1116,1376,67,60
2010/02/18,1376,181,85,86
2010/02/20,1289,1376,69,64
2010/02/25,1015,1376,73,60
2010/02/27,1376,8411,55,71
2009/11/16,1009,1071,116,114
2009/11/20,1328,1009,75,69
2009/11/23,1071,1009,73,76
2009/11/30,1009,506082,96,72
2009/12/01,1395,1009,72,76
2009/12/03,1222,1009,96,89
2009/12/15,1009,506309,75,79
2009/12/19,2,1009,69,93
2009/12/21,25,1009,93,95
2009/12/29,435,1009,70,98
2009/12/30,1334,1009,83,91
2010/01/05,1009,696,89,73
2010/01/09,1009,767,95,64
2010/01/13,8965,1009,88,106
2010/01/16,1009,1371,94,62
2010/01/20,1009,8744,96,76
2010/01/23,996,1009,69,71
2010/01/27,199,1009,91,103
2010/02/01,1009,12810,84,50
2010/02/10,8744,1009,74,87
2010/02/13,1009,996,80,64
2010/02/17,1009,199,101,86
2010/02/20,12810,1009,81,74
2010/02/24,1009,8965,109,79
2010/02/27,1371,1009,67,72
2010/03/03,767,1009,80,79
2009/11/15,614,504805,112,73
2009/11/16,614,798,60,52
2009/11/21,212,614,61,63
2009/11/25,614,1196,78,70
2009/12/04,344,614,58,69
2009/12/05,438,614,58,70
2009/12/19,20220,614,52,69
2009/12/29,614,30031,70,72
2009/12/30,614,137,71,60
2010/01/04,614,53,73,46
2010/01/09,577,614,52,66
2010/01/15,614,337,60,47
2010/01/16,614,264,109,72
2010/01/22,297,614,68,74
2010/01/23,337,614,45,56
2010/01/27,614,120,76,58
2010/01/30,53,614,69,77
2010/02/02,348,614,48,66
2010/02/05,614,438,78,52
2010/02/06,614,344,59,66
2010/02/10,614,577,77,72
2010/02/13,614,348,68,50
2010/02/20,120,614,77,68
2010/02/26,614,577,78,74
2010/02/27,614,120,85,74
2010/03/05,286,614,65,72
2010/03/06,802,614,63,48
2009/11/13,746,363,85,72
2009/11/16,651,746,66,49
2009/11/19,746,576,79,46
2009/11/21,746,527,76,55
2009/11/24,674,746,57,52
2009/11/25,148,746,65,76
2009/11/30,746,539,66,69
2009/12/07,37,746,68,67
2009/12/21,746,471,68,37
2009/12/23,746,270,80,54
2009/12/30,746,9,72,63
2010/01/05,746,536,72,53
2010/01/09,490,746,62,70
2010/01/13,746,255,82,75
2010/01/16,746,415,75,57
2010/01/18,746,460,69,67
2010/01/23,749,746,69,57
2010/01/31,457,746,60,75
2010/02/03,746,490,59,47
2010/02/06,746,749,61,64
2010/02/15,392,746,85,66
2010/02/17,746,234,50,69
2010/02/20,147,746,72,49
2010/02/23,415,746,74,62
2010/02/28,746,193,49,67
2010/03/03,67,746,68,55
2010/03/06,746,392,68,74
2010/03/11,67,746,62,68
2010/03/12,193,746,57,46
2009/11/16,1170,1245,74,69
2009/11/20,1245,1199,109,86
2009/11/24,592,1245,76,85
2009/12/12,1174,1245,74,83
2009/12/16,1462,1245,90,85
2009/12/18,33,1245,67,75
2009/12/19,594,1245,69,66
2009/12/30,39,1245,86,61
2010/01/04,1245,2683,82,74
2010/01/07,1245,542,114,105
2010/01/09,1245,13028,77,65
2010/01/13,1023,1245,77,84
2010/01/16,1072,1245,50,68
2010/01/18,1245,11504,84,70
2010/01/21,1245,15646,88,72
2010/01/23,13302,1245,73,90
2010/01/28,1245,592,104,73
2010/02/01,1245,1174,87,84
2010/02/03,2683,1245,65,70
2010/02/06,13028,1245,81,74
2010/02/08,1245,1023,82,65
2010/02/11,15646,1245,81,84
2010/02/13,1245,1072,68,55
2010/02/15,542,1245,128,136
2010/02/20,1245,13302,86,69
2010/02/24,11504,1245,68,90
2010/03/02,1245,1023,95,75
2010/03/05,1245,542,124,103
2010/03/07,1245,13028,83,80
2010/03/13,1072,1245,84,70
2009/11/16,8597,192,56,85
2009/11/20,160,192,64,82
2009/11/21,1332,192,76,70
2009/11/24,192,503377,79,75
2009/11/28,53,192,54,77
2009/12/02,192,364,71,80
2009/12/05,150,192,59,63
2009/12/10,192,166,69,71
2009/12/12,337,192,54,77
2009/12/21,192,1066,70,64
2010/01/04,1020,192,62,69
2010/01/06,126,192,76,51
2010/01/09,192,750,74,68
2010/01/13,372,192,60,72
2010/01/18,192,84,69,65
2010/01/21,641,192,79,83
2010/01/23,192,150,60,55
2010/01/27,750,192,72,62
2010/02/03,192,126,73,76
2010/02/06,166,192,64,67
2010/02/10,192,372,64,53
2010/02/13,364,192,87,77
2010/02/17,84,192,75,84
2010/02/20,192,641,71,67
2010/02/23,192,166,58,57
2010/02/25,126,192,81,66
2009/11/16,615,30038,90,50
2009/11/18,372,615,83,80
2009/11/27,549,615,59,57
2009/11/28,142,615,62,69
2009/12/05,620,615,70,61
2009/12/07,615,268,75,68
2009/12/09,118,615,77,80
2009/12/29,494,615,69,58
2010/01/02,615,38,64,77
2010/01/04,615,602,81,87
2010/01/06,266,615,69,56
2010/01/09,615,60,75,59
2010/01/16,376,615,62,67
2010/01/18,615,161,70,62
2010/01/23,615,620,47,75
2010/01/27,268,615,68,65
2010/01/30,38,615,72,65
2010/02/01,615,118,50,76
2010/02/03,602,615,84,61
2010/02/06,60,615,86,72
2010/02/10,615,266,77,69
2010/02/13,615,376,68,64
2010/02/20,161,615,72,68
2009/11/17,502945,747,68,65
2009/11/21,1162,747,63,81
2009/11/22,396,747,86,79
2009/11/28,2694,747,84,95
2009/11/29,177,747,65,57
2009/12/05,182,747,78,71
2009/12/08,747,585,64,46
2009/12/11,747,177,72,50
2009/12/20,807,747,78,60
2010/01/02,747,2694,90,61
2010/01/08,747,281,71,60
2010/01/09,747,19,86,65
2010/01/13,195,747,49,73
2010/01/20,747,806,64,57
2010/01/23,515,747,55,77
2010/01/27,747,520,67,73
2010/01/30,335,747,47,52
2010/02/03,747,195,70,42
2010/02/07,747,807,61,64
2010/02/10,520,747,67,68
2010/02/13,747,515,59,47
2010/02/17,806,747,69,72
2010/02/20,747,335,75,51
2010/02/23,747,182,73,54
2010/02/26,806,747,61,60
2009/11/13,193,459,96,62
2009/11/16,193,149,74,49
2009/11/17,193,458,101,59
2009/11/21,193,563,104,67
2009/11/25,28,193,53,64
2009/11/27,164,193,59,68
2009/12/02,796,193,73,69
2009/12/05,193,603,80,71
2009/12/15,193,1092,113,68
2009/12/19,260,193,41,76
2009/12/29,193,99,84,63
2009/12/31,193,540,114,55
2010/01/03,193,147,74,53
2010/01/06,311,193,65,86
2010/01/09,255,193,71,67
2010/01/13,193,67,79,59
2010/01/17,193,749,90,70
2010/01/20,490,193,88,74
2010/01/23,147,193,47,60
2010/01/27,193,234,70,56
2010/01/30,251,193,89,77
2010/02/04,193,255,86,67
2010/02/06,67,193,63,66
2010/02/10,457,193,54,64
2010/02/13,193,392,77,56
2010/02/17,415,193,74,81
2010/02/25,193,719,70,52
2010/03/03,392,193,79,72
2010/03/06,193,457,82,50
2010/03/13,415,193,74,77
2010/03/14,255,193,61,65
2009/11/20,23157,616,62,58
2009/11/21,500120,616,70,71
2009/11/23,359,616,74,71
2009/11/28,616,636,67,85
2009/11/30,616,594,74,92
2009/12/15,323,616,92,71
2010/01/01,8875,616,72,70
2010/01/04,223,616,65,58
2010/01/09,359,616,66,63
2010/01/16,594,616,79,62
2010/01/18,636,616,57,52
2010/01/23,223,616,76,64
2010/01/25,616,8875,70,68
2010/02/02,616,70,73,68
2010/02/04,616,210,57,68
2010/02/14,1029,616,75,100
2010/02/15,210,616,68,49
2010/02/17,70,616,76,54
2010/02/18,357,616,81,78
2010/02/19,357,616,60,104
2010/02/24,636,616,70,61
2009/11/19,1010,504187,99,84
2009/11/27,30095,1010,78,75
2009/11/28,9754,1010,83,113
2009/12/04,2685,1010,94,90
2009/12/05,506056,1010,78,69
2009/12/09,1010,506100,100,73
2009/12/17,1083,1010,82,91
2009/12/18,2814,1010,82,68
2009/12/29,11403,1010,77,84
2009/12/30,30123,1010,61,96
2010/01/07,1010,1446,82,70
2010/01/09,1274,1010,81,85
2010/01/14,1010,12,120,103
2010/01/16,1010,11,66,67
2010/01/23,1010,1448,70,84
2010/01/28,205,1010,57,73
2010/01/30,1343,1010,68,83
2010/02/04,1010,634,85,72
2010/02/06,1446,1010,77,74
2010/02/11,12,1010,77,89
2010/02/13,11,1010,57,62
2010/02/20,1010,1274,89,75
2010/02/25,634,1010,100,92
2010/02/28,1448,1010,90,86
2010/03/04,1010,205,85,92
2010/03/06,1010,1343,78,70
2010/03/12,1448,1010,84,70
2009/11/13,342,748,81,72
2009/11/21,748,683,48,72
2009/11/24,471,748,56,51
2009/11/28,748,83,61,85
2009/12/03,600,748,69,42
2009/12/05,579,748,73,70
2009/12/08,748,158,91,102
2009/12/12,617,748,58,59
2009/12/17,77,748,77,61
2009/12/19,466,748,74,61
2009/12/22,314,748,62,71
2009/12/23,136,748,78,63
2009/12/28,748,471,56,65
2009/12/30,554,748,45,42
2010/01/04,80,748,72,71
2010/01/07,590,748,75,59
2010/01/09,562,748,78,66
2010/01/14,748,361,64,79
2010/01/16,748,599,53,60
2010/01/21,361,748,59,65
2010/01/23,599,748,57,54
2010/01/28,748,562,57,66
2010/01/30,748,590,74,73
2010/02/04,450,748,69,44
2010/02/06,748,450,50,66
2010/02/11,222,748,70,65
2010/02/13,439,748,76,67
2010/02/18,748,81,51,53
2010/02/20,748,127,60,62
2010/02/25,748,579,55,76
2010/02/27,748,600,81,76
2010/03/04,700124,748,03,10
2009/11/15,517,1115,53,55
2009/11/20,1115,501955,89,104
2009/11/22,1115,182,69,57
2009/11/29,1115,377,80,65
2009/12/02,28749,1115,85,71
2009/12/05,1192,1115,65,51
2009/12/12,1115,1050,79,73
2009/12/18,2713,1115,77,71
2009/12/19,217,1115,89,81
2009/12/28,531,1115,74,63
2009/12/29,117,1115,81,76
2010/01/04,1115,8567,64,61
2010/01/06,987,1115,57,63
2010/01/13,2694,1115,74,70
2010/01/16,939,1115,74,70
2010/01/20,1115,585,54,34
2010/01/23,1115,1192,81,63
2010/01/27,1115,28749,68,65
2010/01/30,1050,1115,70,78
2010/02/03,8567,1115,59,74
2010/02/06,1115,987,72,67
2010/02/10,1115,2694,74,58
2010/02/17,585,1115,52,60
2010/02/20,1115,939,78,75
2010/02/26,1115,1050,59,72
2009/11/13,194,483,85,62
2009/11/17,312,194,50,52
2009/11/23,62,194,52,70
2009/11/24,8411,194,72,75
2009/11/25,769,194,83,77
2009/11/29,194,563,71,63
2009/12/02,194,545,58,67
2009/12/05,194,632,58,44
2009/12/09,768,194,68,39
2009/12/12,194,579,59,54
2009/12/16,194,116,86,77
2009/12/19,2699,194,73,64
2009/12/22,194,600,86,56
2009/12/30,523,194,63,54
2010/01/06,194,575,68,80
2010/01/09,175,194,78,72
2010/01/13,194,609,75,79
2010/01/20,572,194,75,67
2010/01/23,194,596,70,69
2010/01/28,812,194,86,50
2010/01/31,194,606,74,71
2010/02/03,690,194,76,60
2010/02/06,249,194,63,70
2010/02/11,194,400,80,84
2010/02/14,194,340,103,82
2010/02/17,458,194,77,83
2010/02/21,194,175,73,71
2010/02/27,609,194,69,59
2010/03/03,596,194,92,80
2010/03/05,194,236,111,100
2010/03/09,596,194,83,71
2009/11/15,1379,21852,87,74
2009/11/17,11036,1379,63,73
2009/11/20,789,1379,98,74
2009/11/21,8486,1379,75,72
2009/11/24,642,1379,110,58
2009/12/01,727,1379,78,69
2009/12/05,486,1379,66,59
2009/12/06,500075,1379,56,97
2009/12/12,1379,30042,75,69
2010/01/09,26107,1379,83,79
2010/01/16,8896,1379,64,62
2010/01/21,24317,1379,88,79
2010/01/23,1379,532,61,86
2010/01/26,1379,420,68,94
2010/01/28,21772,1379,63,65
2010/01/30,1379,2691,74,79
2010/02/02,532,1379,74,56
2010/02/04,770,1379,80,68
2010/02/06,1379,26107,72,87
2010/02/09,2691,1379,89,76
2010/02/11,1379,8896,78,75
2010/02/13,1379,21772,77,75
2010/02/19,1379,24317,66,58
2010/02/20,30042,1379,74,86
2010/02/23,1379,24317,58,59
2009/11/16,16142,12884,99,78
2009/11/21,320,12884,120,106
2009/11/22,962,12884,75,105
2009/11/24,12884,958,94,79
2009/11/28,12884,712,97,88
2009/12/03,12884,303,76,75
2009/12/05,1254,12884,91,83
2009/12/07,15882,12884,90,76
2009/12/30,20,12884,101,64
2010/01/02,442,12884,79,66
2010/01/06,12884,336,70,77
2010/01/11,12884,15882,78,76
2010/01/16,12884,1254,78,82
2010/01/18,12884,12399,63,64
2010/01/21,30047,12884,81,65
2010/01/23,1305,12884,76,90
2010/01/25,12884,397,96,81
2010/01/30,12884,88,81,80
2010/02/01,12399,12884,82,70
2010/02/04,397,12884,93,75
2010/02/06,958,12884,89,102
2010/02/11,12884,30047,65,71
2010/02/13,303,12884,75,84
2010/02/15,12884,1305,82,66
2010/02/18,88,12884,79,77
2010/02/22,1254,12884,81,75
2009/11/13,635,617,53,51
2009/11/17,617,439,58,34
2009/11/21,617,817,56,68
2009/11/24,361,617,77,71
2009/11/30,342,617,56,58
2009/12/04,310,617,54,56
2009/12/06,617,220,48,61
2009/12/09,617,471,65,54
2009/12/19,222,617,68,83
2009/12/22,587,617,66,42
2009/12/28,683,617,46,67
2009/12/31,639,617,64,53
2010/01/04,617,386,61,49
2010/01/08,381,617,76,53
2010/01/11,617,482,90,86
2010/01/15,576,617,66,77
2010/01/17,617,369,48,43
2010/01/22,482,617,65,74
2010/01/24,116,617,55,68
2010/01/28,617,639,58,66
